"UniqueID","GROUPID","block","REC","DET","ADL","MDL","DENTR","LAM","AVL","MVL","VENTR"
"CPS2-ASU-T62-ExpBlock1-632.635","1062","ExpBlock1","5.06454816285998","14.2857142857143","2.05645161290323","3","5.50787230096132","32.0125130344108","2.15438596491228","3","6.3328265335701"
"CPS2-ASU-T62-ExpBlock1-8.9634","1062","ExpBlock1","4.06015037593985","7.89657582110412","2.01785714285714","3","4.71662325832008","8.18414322250639","2","2","4.85203026391962"
"CPS2-ASU-T62-ExpBlock1-89.8439","1062","ExpBlock1","2.0570293658675","2.62068965517241","2.11111111111111","3","2.88041817262305","8.21678321678322","2.31147540983607","3","4.0917012831362"
"CPS2-ASU-T62-ExpBlock2-327.9581","1062","ExpBlock2","2.1648460774578","3.40760157273919","2","2","3.25809653802149","6.36160714285714","2.53333333333333","3","3.78696804166097"
"CPS2-ASU-T62-ExpBlock2-519.0832","1062","ExpBlock2","2.21875443325294","1.53452685421995","2","2","2.484906649788","9.61748633879781","2","2","4.47733681447821"
"CPS2-ASU-T62-ExpBlock2-6.7253","1062","ExpBlock2","2.42871329266563","4.4392523364486","2","2","3.63758615972639","7.48230535894843","2.42622950819672","3","4.09037402271473"
"CPS2-ASU-T62-Warmup-40.1311","1062","Warmup","1.54064406298766","3.68324125230203","2","2","2.99573227355399","5.76923076923077","2","2","3.66356164612964"
"CPS2-ASU-T67-ExpBlock1-44.547","1067","ExpBlock1","1.52645765356788","3.3457249070632","2","2","2.89037175789616","11.9225037257824","2","2","4.38202663467389"
"CPS2-ASU-T67-ExpBlock2-207.1653","1067","ExpBlock2","3.69981557667754","5.90490797546012","2.02631578947368","3","4.32800807997933","16.3883089770355","2.09333333333333","3","5.40747672702162"
"CPS2-ASU-T67-ExpBlock2-347.8919","1067","ExpBlock2","2.03716839267981","3.48189415041783","2.08333333333333","3","3.17022001189522","7.16803760282021","2","2","4.11087386417331"
"CPS2-ASU-T67-ExpBlock2-43.1854","1067","ExpBlock2","0.675273088381331","5.04201680672269","2","2","2.484906649788","15.9029649595687","2","2","4.07753744390572"
"CPS2-ASU-T67-ExpBlock2-526.3614","1067","ExpBlock2","5.94694282877004","15.2671755725191","2.06451612903226","3","5.73030864190863","39.883355764917","2.21695760598504","3","6.6710574231222"
