UniqueID,school,team,controller,observer1,observer2,block,level,relative_start_time,relative_end_time,60_sec_start_time,60_sec_end_time,level_duration,gold_trophy,silver_trophy,won,face_area,motion,positive_valence,negative_valence,expressiveness,Analytic,Clout,Authentic,Tone,gaze_raw_binary_validity,gaze_raw_dispersion,gaze_fixation_count,gaze_fixation_mean_duration,gaze_saccade_mean_amplitude,gaze_mean_partners_distance,PP_motion,Loudness_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,F1frequency_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz,verbosity,interturn_duration,overlap_fraction,duration_on_level,visit_num,pred_won
CPS2-ASU-T54-Warmup-531.6945,ASU,CPS2-ASU-T54,CPS2-ASU-T54-PA,CPS2-ASU-T54-PB,CPS2-ASU-T54-PC,Warmup,Spider Web,531.6945,627.7705,558,617,96.076,0,1,1,-0.038564652,-0.344452154,-0.334890304,-0.179314394,0.112220758,5.294888889,7.233333333,7.502944444,4.547111111,0.821972222,77.50470599,2.954530281,314.4261735,92.20436406,285.5824448,0.006052645,0.415357965,0.728777598,0.532397401,0.721796384,0.733822528,-0.957754479,0.80878814,-0.888162446,0.802188018,-0.862556544,0.798890113,68,2.966153846,0.176470588,27,0,0.169035807
CPS2-ASU-T54-Warmup-57.7458,ASU,CPS2-ASU-T54,CPS2-ASU-T54-PA,CPS2-ASU-T54-PB,CPS2-ASU-T54-PC,Warmup,Can Opener,57.7458,410.6812,341,400,352.9354,0,1,1,-0.189672472,-0.070025575,-0.03471809,0.162540636,0.217331423,15.07666667,15.83816667,11.931,9.902333333,0.467688889,117.1809628,2.957431753,328.2699873,134.4167728,363.4434433,0.008268412,1.093798008,1.281557441,0.904641308,1.160663027,1.059198272,-1.139621929,1.285769564,-0.895347829,1.275263343,-0.746625383,1.28730122,142,1.677,0.5,284,0,0.564458502
CPS2-ASU-T54-Warmup-633.4356,ASU,CPS2-ASU-T54,CPS2-ASU-T54-PA,CPS2-ASU-T54-PB,CPS2-ASU-T54-PC,Warmup,Double Hoppy,633.4356,900.007,840,899,266.5714,0,0,0,0.06028412,0.021622895,0.197008447,-0.004221016,-0.012856545,14.153,14.69616667,11.95855556,8.350166667,0.819413709,118.293408,2.823075374,352.1894741,140.069702,372.5817184,0.005154744,1.070292841,1.341070195,1.040605476,1.24258361,1.178178462,-0.623400652,1.281754765,-0.515851325,1.296791109,-0.047964948,1.280434491,107,1.869333333,0.238095238,207,0,0.59558805
CPS2-ASU-T56-ExpBlock1-30.0425,ASU,CPS2-ASU-T56,CPS2-ASU-T56-PB,CPS2-ASU-T56-PA,CPS2-ASU-T56-PC,ExpBlock1,Top spin,30.0425,893.3572,824,883,863.3147,0,1,1,-0.376826154,-0.300900485,-0.170323993,0.209901017,-0.147358315,7.533333333,6.4,3.254388889,4.656055556,0.963138889,88.58669207,2.908191841,347.3181267,117.3984115,157.0781143,0.004438105,1.180325076,1.227831559,0.63288296,0.790750545,1.206296277,-0.740280385,1.144239823,-0.654170945,1.152502291,-0.138395961,1.127694557,47,3.37625,0.4,794,0,0.559718908
CPS2-ASU-T56-ExpBlock2-138.7884,ASU,CPS2-ASU-T56,CPS2-ASU-T56-PC,CPS2-ASU-T56-PA,CPS2-ASU-T56-PB,ExpBlock2,Timing is Everything,138.7884,351.2222,282,341,212.4338,0,1,1,0.27020033,-0.300945547,-0.11074474,0.023475125,-0.263077724,8.069388889,8.05,6.408555556,4.953944444,0.9811,89.49422685,3.220222751,319.093247,122.5725482,203.1737402,0.010741662,0.655481588,0.752330963,0.317684112,0.499060253,0.719281654,-0.693665849,0.677609166,-0.564627752,0.70129299,-0.029289217,0.673629716,65,4.094444444,0.230769231,144,0,0.431935463
CPS2-ASU-T56-ExpBlock2-394.0724,ASU,CPS2-ASU-T56,CPS2-ASU-T56-PC,CPS2-ASU-T56-PA,CPS2-ASU-T56-PB,ExpBlock2,Fe2,394.0724,572.5182,503,562,178.4458,1,0,1,0.193207234,-0.008716115,-0.052915961,0.13604643,0.065664892,10.73966667,7.527777778,4.387666667,3.618055556,0.88135,98.66353354,3.040784455,317.7517625,119.4345173,212.7787455,0.008200142,0.874746521,0.953219717,0.52895623,0.761816568,0.867614852,-0.572247348,0.899786598,-0.443648625,0.91193531,-0.190746122,0.901359432,56,2.38,0.352941176,109,0,0.393137919
CPS2-ASU-T56-Warmup-49.2643,ASU,CPS2-ASU-T56,CPS2-ASU-T56-PA,CPS2-ASU-T56-PB,CPS2-ASU-T56-PC,Warmup,Can Opener,49.2643,613.9104,544,603,564.6461,0,0,0,0.727386281,0.139440163,-0.098605898,0.050873974,0.159064857,11.83511111,10.82777778,6.115333333,9.101833333,0.904572222,205.0940724,3.973162534,197.7782857,230.6645653,448.7412784,0.047024192,1.022348913,1.207380741,0.950162526,1.275481147,0.799236903,-0.81867438,1.186381139,-0.698906189,1.188330998,-0.642641814,1.193487292,94,2.07,0.235294118,495,0,0.398822736
CPS2-ASU-T56-Warmup-613.9104,ASU,CPS2-ASU-T56,CPS2-ASU-T56-PA,CPS2-ASU-T56-PB,CPS2-ASU-T56-PC,Warmup,Yippie!,613.9104,900.026,840,899,286.1156,0,0,0,0.339808839,-0.114851262,0.72390148,-0.041667167,0.392254851,9.971444444,9.155555556,5.548111111,4.707388889,0.898901955,64.93348591,2.570048816,387.2604954,87.63829682,161.9399707,0.005198407,2.10210681,1.673871404,1.413120854,1.862347587,1.383485288,-1.089778245,1.751350905,-0.972154676,1.75598238,-0.632529529,1.741096492,80,4.165,0.125,227,0,0.542166597
CPS2-ASU-T59-ExpBlock1-28.5745,ASU,CPS2-ASU-T59,CPS2-ASU-T59-PB,CPS2-ASU-T59-PD,CPS2-ASU-T59-PC,ExpBlock1,Cloudy Day,28.5745,846.9218,777,836,818.3473,0,1,1,-0.3182021,-0.029117607,-0.138670338,0.027403023,0.046904805,15.58711111,11.10938889,11.29061111,6.946722222,0.654755556,101.9911982,2.933313253,360.748253,115.4242144,416.2099821,0.007979167,1.478874588,1.358295006,1.22721004,1.407300748,1.063505085,-0.480243249,1.374010153,-0.428703534,1.3942154,0.090150062,1.374552006,91,3.277777778,0.444444444,749,0,0.605475796
CPS2-ASU-T59-ExpBlock2-536.589,ASU,CPS2-ASU-T59,CPS2-ASU-T59-PC,CPS2-ASU-T59-PD,CPS2-ASU-T59-PB,ExpBlock2,Green Apple,536.589,613.4092,544,603,76.8202,0,1,1,-0.165299448,-0.292357525,-0.420041987,-0.02024155,-0.331708553,2.193666667,2.766666667,1.672277778,1.552166667,0.878472222,100.0912226,2.949749513,341.9950148,147.9431733,200.2272595,0.014799253,1.313188059,1.148799803,0.752833059,0.961367778,0.557953826,-0.357703489,1.206789446,-0.118562996,1.203983195,0.471209678,1.168112178,13,13.46,0,8,0,0.624166524
CPS2-ASU-T59-ExpBlock2-666.3258,ASU,CPS2-ASU-T59,CPS2-ASU-T59-PC,CPS2-ASU-T59-PD,CPS2-ASU-T59-PB,ExpBlock2,Smiley Mouth,666.3258,900.001,840,899,233.6752,0,0,0,0.142709137,0.197871395,0.078344442,-0.299977811,-0.000266363,11.34788889,9.974333333,7.424555556,6.495,0.68089703,118.544547,3.02662341,322.7152594,151.8596192,209.0903862,0.004750436,1.499035543,1.475791834,1.663417679,1.456139718,1.03522088,-1.077195305,1.522648595,-0.756610143,1.523198962,-0.15807392,1.531848504,99,3.485714286,0,174,0,0.657506512
CPS2-ASU-T59-ExpBlock2-86.4373,ASU,CPS2-ASU-T59,CPS2-ASU-T59-PC,CPS2-ASU-T59-PD,CPS2-ASU-T59-PB,ExpBlock2,Timing is Everything,86.4373,528.3582,459,518,441.9209,0,1,1,0.100051826,0.04043465,0.145804734,0.077832211,0.224238825,0.942833333,1.407277778,2.755611111,0.864555556,0.60665,134.0847614,3.053210661,318.1163751,183.3393547,245.6489701,0.007652472,2.074815284,2.900724914,1.582491976,3.199262412,2.823493202,-0.000715296,2.688298014,0.682419626,2.669359751,1.387086405,2.665206308,19,10.645,0,373,0,0.707352941
CPS2-ASU-T59-Warmup-96.3942,ASU,CPS2-ASU-T59,CPS2-ASU-T59-PD,CPS2-ASU-T59-PB,CPS2-ASU-T59-PC,Warmup,Spider Web,96.3942,900,840,899,803.6058,0,0,0,-0.583677376,0.226903806,0.396165381,-0.01301041,0.32543791,14.87472222,11.35111111,5.230666667,6.248,0.484225922,117.4118431,2.966782683,330.6022246,136.1875086,393.6022593,0.002785898,0.807340714,0.836823622,0.5202167,0.750571887,0.869907222,-0.528109215,0.827975111,-0.290161487,0.822191984,0.041983447,0.802643701,82,5.217777778,0.411764706,744,0,0.511690175
CPS2-ASU-T60-ExpBlock1-17.6414,ASU,CPS2-ASU-T60,CPS2-ASU-T60-PD,CPS2-ASU-T60-PA,CPS2-ASU-T60-PC,ExpBlock1,Top spin,17.6414,900.008,840,899,882.3666,0,0,0,0.274927889,0.082959458,-0.084045997,0.125443821,-0.198360069,10.13955556,8.333333333,8.407944444,5.5155,0.726832504,114.6660313,2.962160112,313.7170894,131.3586807,574.5670987,0.002211619,1.684900782,1.610592191,0.954838235,1.635087558,1.413391342,-0.649408427,1.557543946,-0.344600681,1.545465193,0.031578073,1.563036437,83,4.695714286,0.2,823,0,0.355801921
CPS2-ASU-T60-ExpBlock2-365.2318,ASU,CPS2-ASU-T60,CPS2-ASU-T60-PC,CPS2-ASU-T60-PA,CPS2-ASU-T60-PD,ExpBlock2,Timing is Everything,365.2318,900.001,840,899,534.7692,0,0,0,0.066085505,0.482019808,-0.109718855,-0.192739968,-0.446843837,16.42288889,14.16838889,7.714888889,6.877111111,0.585150928,149.7590984,3.237644907,271.9587551,169.9101677,330.5500924,0.011643914,1.62402342,2.076711394,0.844456482,1.520819524,2.078947348,-0.701486713,1.974958739,-0.569557583,1.97603347,-0.042438745,1.954788383,117,1.185384615,0.263157895,475,0,0.537844269
CPS2-ASU-T60-ExpBlock2-54.4305,ASU,CPS2-ASU-T60,CPS2-ASU-T60-PC,CPS2-ASU-T60-PA,CPS2-ASU-T60-PD,ExpBlock2,Fe2,54.4305,350.0084,281,340,295.5779,1,0,1,-0.346198183,-0.123355246,-0.131483015,-0.267762391,-0.074771994,8.190111111,8.316666667,4.769666667,4.948388889,0.8763,99.04813974,2.955672394,303.0058354,129.6261002,287.9889616,0.007495718,1.159587025,1.647023217,1.147885214,1.481124489,1.484700807,-0.795927364,1.653294525,-0.584625971,1.64465425,-0.088238699,1.635191385,73,4.099,0.153846154,227,0,0.425451599
CPS2-ASU-T60-Warmup-34.8154,ASU,CPS2-ASU-T60,CPS2-ASU-T60-PA,CPS2-ASU-T60-PD,CPS2-ASU-T60-PC,Warmup,Yippie!,34.8154,613.5693,544,603,578.7539,1,0,1,-0.133804858,-0.387092365,-0.097746496,0.084045751,0.103568882,13.50138889,10.56111111,8.248666667,6.259555556,0.956655556,113.2163863,2.932214243,344.4578931,149.8939078,198.355106,0.012806961,1.49400342,1.550612048,1.025485331,1.135837764,1.626501858,-0.682889755,1.529305163,-0.330790714,1.525395707,0.004572809,1.545209533,87,3.039090909,0.294117647,510,0,0.694639209
CPS2-ASU-T60-Warmup-629.7493,ASU,CPS2-ASU-T60,CPS2-ASU-T60-PA,CPS2-ASU-T60-PD,CPS2-ASU-T60-PC,Warmup,Spider Web,629.7493,900.036,840,899,270.2867,0,0,0,0.070216873,-0.030759175,0.107617055,-0.105268396,0.322582233,17.31311111,16.64061111,14.22,8.9455,0.688867929,135.0722675,2.947796634,314.2638553,163.4531859,544.640981,0.001394326,0.767519606,0.854190419,0.508662878,0.700949593,0.750029631,-0.184210079,0.869320655,0.181915729,0.874778777,0.389132985,0.855178164,130,1.973076923,0.44,211,0,0.437698949
CPS2-ASU-T61-ExpBlock1-147.5895,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PB,CPS2-ASU-T61-PA,CPS2-ASU-T61-PC,ExpBlock1,Timing is Everything,147.5895,679.421,610,669,531.8315,0,1,1,0.184870071,-0.253984459,-0.247787308,-0.092963665,-0.236375087,11.00883333,9.727777778,7.257166667,7.864222222,0.64415,92.39406425,2.707846036,389.5464046,112.007854,322.4943653,0.008755425,0.725689422,1.217080744,0.9693171,1.176094067,1.276481831,-0.720065766,1.300553346,-0.458733693,1.264490252,-0.152972056,1.26214794,85,2.971818182,0.333333333,463,0,0.674302465
CPS2-ASU-T61-ExpBlock1-729.1787,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PB,CPS2-ASU-T61-PA,CPS2-ASU-T61-PC,ExpBlock1,Fe2,729.1787,900.001,840,899,170.8223,0,0,0,0.573219734,0.421476222,-0.16471052,0.035127666,-0.267977017,9.698777778,9.427777778,3.972333333,6.0655,0.597344253,145.8332745,3.023088767,304.139144,176.48287,342.9719864,0.009270073,0.722784238,0.921495407,0.238332997,0.617842128,1.056586425,-0.515065307,0.865553701,-0.168964001,0.844729434,-0.112264903,0.85360097,62,2.37,0.294117647,111,0,0.587398766
CPS2-ASU-T61-ExpBlock1-8.6189,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PB,CPS2-ASU-T61-PA,CPS2-ASU-T61-PC,ExpBlock1,Scale,8.6189,97.6753,28,87,89.0564,0,1,1,0.062828673,-0.021016235,-0.063437524,-0.000256727,0.277332497,16.62833333,18.59061111,9.6955,9.408777778,0.591094444,152.1254149,3.062279705,309.0991931,188.7897282,317.982845,0.010158456,0.680073394,0.979043906,0.914864009,1.028670538,0.839461125,-0.670607791,1.130249859,-0.357878921,1.111533864,-0.055047297,1.111862914,158,2.210833333,0.434782609,20,0,0.33478723
CPS2-ASU-T61-ExpBlock2-10.6845,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PC,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,ExpBlock2,Top spin,10.6845,366.5678,297,356,355.8833,0,1,1,0.140359405,-0.283181632,-0.17423791,-0.247806605,0.054525392,13.54177778,10.56838889,8.103,6.666388889,0.942566667,131.094523,2.949568695,342.1436196,170.7793562,290.5805643,0.010530715,1.106348692,0.97545694,0.722157374,1.026656898,0.850605064,-0.687861027,0.99354045,-0.597270697,0.99416958,-0.325701568,0.98545245,93,3.025,0.35,287,0,0.551945254
CPS2-ASU-T61-ExpBlock2-377.1008,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PC,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,ExpBlock2,Trunk Slide,377.1008,533.1129,464,523,156.0121,0,1,1,0.763281743,-0.281449489,-0.298041259,-0.047786767,-0.000711165,7.563,7.792333333,5.331333333,5.767611111,0.62935,94.76637014,2.924136502,366.9688761,116.8906955,397.3534401,0.00706115,1.125288728,1.232989749,0.778505721,1.13556762,1.333779798,-0.797181863,1.323960761,-0.728709838,1.31979013,-0.264268356,1.311927666,77,5.022222222,0.230769231,87,0,0.763733456
CPS2-ASU-T61-ExpBlock2-538.7248,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PC,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,ExpBlock2,Think Ahead,538.7248,900.011,840,899,361.2862,0,0,0,-0.032464183,0.0540637,0.766549136,0.332164085,0.465331969,15.36633333,17.18333333,9.146111111,10.58438889,0.822806558,103.0075172,3.155385879,284.4549225,131.6358308,400.18469,0.005969304,0.791607371,0.878241962,0.74049569,0.809212139,0.766227243,-0.232927057,0.857645404,-0.05585042,0.854783168,0.047229811,0.873086544,110,2.216666667,0.434782609,302,0,0.409132027
CPS2-ASU-T61-Warmup-507.7865,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,CPS2-ASU-T61-PC,Warmup,Can Opener,507.7865,768.2281,699,758,260.4416,0,0,0,-0.14011746,0.028327856,-0.361024127,-0.202587555,-0.307839494,7.46,8.613222222,5.054944444,6.495,0.831061111,196.1680743,3.073453005,272.4261739,236.9182558,546.7004746,0.023802177,0.617090376,0.834430618,0.551496812,1.109795077,0.699055113,-0.326197642,0.904676638,-0.155916262,0.904386469,0.168986124,0.900359905,83,2.648,0.153846154,192,0,0.567894578
CPS2-ASU-T61-Warmup-56.7074,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,CPS2-ASU-T61-PC,Warmup,Yippie!,56.7074,489.3803,420,479,432.6729,0,1,1,0.164191799,-0.334766858,0.05488173,-0.315881163,-0.269047088,3.336222222,3.327777778,3.182111111,1.574833333,0.872155556,100.9153102,2.594534483,406.6258131,135.4066112,287.2085253,0.008066045,0.466953446,0.368088541,0.265657745,0.537260147,0.065459227,-0.691000491,0.445896649,-0.410745921,0.445866264,-0.330165115,0.457978908,22,1.495,0.25,364,0,0.7497088
CPS2-ASU-T61-Warmup-839.9585,ASU,CPS2-ASU-T61,CPS2-ASU-T61-PA,CPS2-ASU-T61-PB,CPS2-ASU-T61-PC,Warmup,Annoying Lever,839.9585,900.011,840,899,60.0525,0,0,0,-0.275129474,-0.321025167,-0.401189464,-0.358320232,-0.844033117,6.554777778,4.45,3.215444444,2.703055556,0.811103898,151.9803252,2.729635337,354.2541915,202.9526455,560.0739224,0.011077131,1.030108378,1.325836783,1.419791646,1.304962627,1.126128633,-0.799510196,1.520860337,-0.657065283,1.51664744,-0.33100813,1.512848759,36,8.675,0.222222222,1,0,0.639034066
CPS2-ASU-T62-ExpBlock1-183.2709,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PB,CPS2-ASU-T62-PA,CPS2-ASU-T62-PD,ExpBlock1,Fe2,183.2709,590.9035,521,580,407.6326,0,1,1,-0.000120941,0.099110188,-0.214388174,-0.31401547,-0.052181236,24.75922222,20.02838889,12.87783333,13.69427778,0.510361111,136.8431679,2.723568224,360.5771312,177.4184808,380.7982967,0.00494761,0.688226758,0.731036245,0.490894108,0.632469319,0.731844196,-0.0575377,0.733196315,0.089458754,0.734420389,0.305301634,0.732460975,160,1.712352941,0.4375,338,0,0.467898456
CPS2-ASU-T62-ExpBlock1-632.635,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PB,CPS2-ASU-T62-PA,CPS2-ASU-T62-PD,ExpBlock1,One at a time,632.635,795.3476,726,785,162.7126,0,1,1,0.179303436,0.14720136,0.155217316,-0.285448946,-0.323490781,6.855277778,7.226055556,4.1445,4.541111111,0.412772222,103.064507,2.64329561,389.8301237,137.6696429,364.8037398,0.008909831,0.681158526,0.767063922,1.065666967,0.846610529,0.521189537,-0.427645848,0.75234134,-0.294853093,0.751235416,0.022305676,0.767955289,62,4.567777778,0.333333333,94,0,0.599623363
CPS2-ASU-T62-ExpBlock1-8.9634,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PB,CPS2-ASU-T62-PA,CPS2-ASU-T62-PD,ExpBlock1,Scale,8.9634,83.0757,14,73,74.1123,0,1,1,0.063907763,-0.243031855,0.235076406,0.563187044,0.474582121,11.69261111,8.932222222,4.820333333,5.548833333,0.570988889,119.536227,2.637986525,381.3029822,162.5060085,364.8037398,0.003344256,0.774394037,0.912233476,0.504707595,0.878225489,0.550587907,-0.47644277,0.854913183,-0.185445897,0.861701839,-0.059677587,0.858568283,89,4.186,0.476190476,6,0,0.694080046
CPS2-ASU-T62-ExpBlock1-89.8439,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PB,CPS2-ASU-T62-PA,CPS2-ASU-T62-PD,ExpBlock1,Timing is Everything,89.8439,178.429,109,168,88.5851,0,1,1,0.009282645,-0.05374635,-0.116133379,0.083221828,-0.023363602,13.95561111,13.02333333,8.718777778,8.063833333,0.511377778,122.0498186,2.66126757,378.4841765,180.2900824,364.8037398,0.006364899,0.41466371,0.520748298,0.4799609,0.576964137,0.325260748,-0.326051562,0.544024446,-0.118564069,0.538022075,0.233350421,0.541030476,101,3.034,0.52173913,20,0,0.548726783
CPS2-ASU-T62-ExpBlock2-327.9581,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PD,CPS2-ASU-T62-PA,CPS2-ASU-T62-PB,ExpBlock2,Trunk Slide,327.9581,455,386,445,127.0419,0,1,1,0.39905118,-0.057168183,-0.095880207,-0.175739486,0.016106579,2.242222222,1.966666667,3.866722222,2.3885,0.636788889,97.82543788,2.667183645,384.9032542,123.9383434,398.4332542,0.007577392,1.101193124,0.966181726,1.245567139,1.23340344,-0.023190551,-0.328652681,0.976509244,-0.127942063,0.993103786,0.035917447,1.008475122,19,12.49666667,0.2,59,1,0.494469365
CPS2-ASU-T62-ExpBlock2-519.0832,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PD,CPS2-ASU-T62-PA,CPS2-ASU-T62-PB,ExpBlock2,Dolphin Show,519.0832,841.195,772,831,322.1118,0,0,0,0.004252509,-0.002263177,-0.06451157,0.287278161,0.185192425,24.47538889,21.15172222,21.29544444,11.73366667,0.375372222,111.2076937,2.590341471,381.3523994,131.2402482,411.832254,0.011286535,0.681523143,0.772148884,0.512999194,0.593044311,0.729417897,-0.21477116,0.783435152,-0.093222536,0.779031929,0.075871348,0.779500922,206,2.624285714,0.652173913,253,0,0.783821504
CPS2-ASU-T62-ExpBlock2-6.7253,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PD,CPS2-ASU-T62-PA,CPS2-ASU-T62-PB,ExpBlock2,Top spin,6.7253,252.4204,183,242,245.6951,0,0,0,-0.397332302,-0.109177631,-0.083830007,0.18864923,0.472496799,10.14855556,10.82394444,7.266777778,5.423222222,0.5972,137.9335197,2.776061901,348.3229991,182.501233,415.9155389,0.012998691,0.522004688,0.724614474,0.688879015,0.772386892,0.515436469,-0.55564867,0.701109766,-0.391658991,0.700788507,-0.347683662,0.697989231,61,4.271,0.45,177,0,0.652226362
CPS2-ASU-T62-Warmup-40.1311,ASU,CPS2-ASU-T62,CPS2-ASU-T62-PA,CPS2-ASU-T62-PB,CPS2-ASU-T62-PD,Warmup,Can Opener,40.1311,900.02,840,899,859.8889,0,0,0,-0.226721082,-0.128215133,-0.078649887,-0.047309701,0.167126956,9.933888889,9.444444444,11.00372222,5.681333333,0.490470799,142.685058,2.587711686,341.125555,206.542437,518.5754758,0.002791127,0.305304139,0.566928404,0.373555635,0.483606376,0.624082402,-0.004136841,0.578340452,0.138393345,0.571642878,0.352274883,0.564123189,78,3.785714286,0.428571429,800,0,0.512717478
CPS2-ASU-T64-ExpBlock1-10.7387,ASU,CPS2-ASU-T64,CPS2-ASU-T64-PB,CPS2-ASU-T64-PA,CPS2-ASU-T64-PC,ExpBlock1,Top spin,10.7387,900.006,840,899,889.2673,0,0,0,-0.161725813,-0.09855985,-0.953756905,0.34596742,0.201474181,25.43266667,22.99133333,17.51483333,13.78808333,0,0,0,0,0,0,0.002137838,0.884064195,1.015955048,0.731659204,0.995260108,0.726536959,-0.549340064,1.04856859,-0.439573895,1.034578749,-0.341005863,1.040480836,168,0,0,830,0,0.968283339
CPS2-ASU-T64-Warmup-106.149,ASU,CPS2-ASU-T64,CPS2-ASU-T64-PA,CPS2-ASU-T64-PB,CPS2-ASU-T64-PC,Warmup,Can Opener,106.149,641.6635,572,631,535.5145,0,1,1,0.350991265,0.121434809,-0.14571178,0.205999297,-0.078343836,8.70275,11.21666667,7.204416667,5.953333333,0.916827778,97.43008751,2.989118123,303.2476579,132.211513,263.5166699,0.007703887,1.492626582,1.575373218,1.216358461,1.689688313,0.456448701,-0.572985664,1.521003557,-0.209097504,1.529406371,-0.029856568,1.555876015,57,0,0,466,0,0.63553373
CPS2-ASU-T64-Warmup-649.1548,ASU,CPS2-ASU-T64,CPS2-ASU-T64-PA,CPS2-ASU-T64-PB,CPS2-ASU-T64-PC,Warmup,Yippie!,649.1548,900.006,840,899,250.8512,0,0,0,0.160941091,-0.041706335,0.113539015,-0.153722447,0.411703465,1.554333333,0.833333333,0.016666667,1.65,0.895953378,54.92907107,2.50702537,425.7506487,85.85768059,200.6436617,0.004398805,0.26998105,0.557995544,0.147122388,0.378885428,1.047003907,-0.629090533,0.334754216,-0.684975075,0.337793787,-0.152050682,0.321773084,2,0,0,191,0,0.776408651
CPS2-ASU-T67-ExpBlock1-44.547,ASU,CPS2-ASU-T67,CPS2-ASU-T67-PB,CPS2-ASU-T67-PA,CPS2-ASU-T67-PC,ExpBlock1,Think Ahead,44.547,900.01,840,899,855.463,0,0,0,0.217468259,-0.001662006,0.354924788,0.171342164,0.17799277,12.39322222,9.471111111,8.441222222,7.314222222,0.772603242,101.747216,3.092068387,330.6689578,102.8431424,300.5229102,0.003729186,0.776011535,0.939955748,0.608453545,0.724749993,0.929018079,-0.607886033,0.95229452,-0.393396764,0.938666127,-0.24667312,0.938807683,77,3.529,0.352941176,796,0,0.800880013
CPS2-ASU-T67-ExpBlock2-207.1653,ASU,CPS2-ASU-T67,CPS2-ASU-T67-PC,CPS2-ASU-T67-PA,CPS2-ASU-T67-PB,ExpBlock2,Scale,207.1653,340.1468,271,330,132.9815,0,1,1,0.846678755,-0.107053046,0.514708138,-0.088972008,0.042880208,7.743666667,7.785055556,6.138944444,4.4095,0.620211111,151.8856184,2.641974352,386.2371349,198.853619,347.8600128,0.010241045,1.792270267,1.244600854,0.821475517,0.874400037,1.14412279,-0.435458886,1.085075269,-0.243855452,1.088320197,-0.120038951,1.100360426,71,3.837777778,0.285714286,64,0,0.797671666
CPS2-ASU-T67-ExpBlock2-347.8919,ASU,CPS2-ASU-T67,CPS2-ASU-T67-PC,CPS2-ASU-T67-PA,CPS2-ASU-T67-PB,ExpBlock2,Timing is Everything,347.8919,486.4022,417,476,138.5103,1,0,1,0.224403962,0.047767713,-0.159459394,-0.091197162,-0.455051786,17.224,15.08038889,14.75483333,11.01388889,0.382877778,158.3257923,2.944124223,333.4714455,187.9673627,341.4773327,0.005037271,1.020399143,1.31671146,1.110609153,1.229019427,1.048700897,-1.174580519,1.387038397,-0.91642412,1.386505061,-0.679885641,1.397512779,152,1.803846154,0.333333333,70,0,0.693765172
CPS2-ASU-T67-ExpBlock2-43.1854,ASU,CPS2-ASU-T67,CPS2-ASU-T67-PC,CPS2-ASU-T67-PA,CPS2-ASU-T67-PB,ExpBlock2,Green Apple,43.1854,144.3566,75,134,101.1712,1,0,1,-0.314538778,-0.134144904,-0.374308565,0.031647176,-0.194513303,10.47844444,10.82333333,8.169611111,7.084333333,0.818972222,173.0859213,2.806655879,364.5565337,226.7474207,367.3641218,0.008404143,0.601526601,0.921210906,0.942297679,0.94682913,0.764129132,-0.643512767,1.036217923,-0.474695043,1.03397909,-0.094946683,1.021366724,100,1.843333333,0.235294118,32,0,0.705042144
CPS2-ASU-T67-ExpBlock2-526.3614,ASU,CPS2-ASU-T67,CPS2-ASU-T67-PC,CPS2-ASU-T67-PA,CPS2-ASU-T67-PB,ExpBlock2,Fe2,526.3614,900.01,840,899,373.6486,0,0,0,-0.079383044,0.001500608,-0.061220107,0.232674357,0.297734177,14.08561111,10.58333333,9.028722222,9.542444444,0.417976135,125.048708,2.812582148,352.6559813,160.0456135,341.4773327,0.002928879,1.263153486,1.373291126,1.074242737,1.380369039,1.211607861,-0.643710639,1.286359677,-0.562418364,1.294538931,-0.189817603,1.289799679,102,2.807272727,0.333333333,314,0,0.507583816
