"UniqueID","GROUPID","block","REC","DET","ADL","MDL","DENTR","LAM","AVL","MVL","VENTR"
"CPS2-ASU-T10-ExpBlock1-278.2048","1010","ExpBlock1","2.07689033905518","44.672131147541","2.47727272727273","7","5.52385749093503","67.5722543352601","3.01288659793815","8","5.86360364894288"
"CPS2-ASU-T10-ExpBlock1-49.9987","1010","ExpBlock1","4.76947084692864","68.4711481261154","2.86318407960199","7","6.63603247704075","84.9779492833517","4.00910273081925","8","6.57516729330638"
"CPS2-ASU-T10-ExpBlock2-367.5711","1010","ExpBlock2","0.539083557951482","38.9473684210526","2.38709677419355","4","4.0976280656491","49.8452012383901","2.75213675213675","5","4.70021427078481"
"CPS2-ASU-T10-ExpBlock2-57.1913","1010","ExpBlock2","3.86437792594694","55.2863436123348","2.86311787072243","13","6.12957705159045","78.9297658862876","3.44525547445256","14","6.34827715395222"
"CPS2-ASU-T10-ExpBlock2-580.5728","1010","ExpBlock2","0.766066108667896","44.4444444444444","2.7906976744186","8","4.36103553948056","60.1736972704715","3.19078947368421","9","4.90956334566146"
"CPS2-ASU-T100-ExpBlock1-49.9049","10100","ExpBlock1","2.13079869485033","63.115845539281","3.22448979591837","10","5.56047767914563","76.527149321267","4.39285714285714","11","5.55929171083019"
"CPS2-ASU-T100-ExpBlock2-155.1167","10100","ExpBlock2","2.82877003830331","78.6359077231695","3.97969543147208","25","5.62095198410023","88.4513274336283","5.02261306532663","26","5.567340753985"
"CPS2-ASU-T100-ExpBlock2-19.7534","10100","ExpBlock2","6.63640232657114","60.7952116289012","2.82142857142857","18","6.77313677979616","82.0590614886731","3.28768233387358","19","6.89077364103584"
"CPS2-ASU-T100-ExpBlock2-419.7154","10100","ExpBlock2","2.53936728613988","54.0782122905028","3.24832214765101","12","5.58081882526301","72.4221789883268","4.36656891495601","13","5.64893628380899"
"CPS2-ASU-T100-ExpBlock2-506.7689","10100","ExpBlock2","2.83160732018726","48.2965931863727","2.42211055276382","7","5.94700629924685","73.342175066313","2.98918918918919","6","6.24354528264093"
"CPS2-ASU-T102-ExpBlock1-110.95200000000001","10102","ExpBlock1","0.564619094907079","20.1005025125628","2.35294117647059","4","3.49792520362549","38.855421686747","2.45714285714286","5","4.59014500977119"
"CPS2-ASU-T102-ExpBlock1-232.0904","10102","ExpBlock1","0.811462618811179","20.2797202797203","2.07142857142857","3","4.0184983441904","44.3914081145585","2.16279069767442","3","5.13419003639846"
"CPS2-ASU-T102-ExpBlock1-683.1666","10102","ExpBlock1","1.16896013618953","36.4077669902913","2.41935483870968","6","4.77527507560081","64.6788990825688","2.83132530120482","7","5.44653512379728"
"CPS2-ASU-T102-ExpBlock2-191.4144","10102","ExpBlock2","5.63200453965101","65.6926952141058","3.21182266009852","16","6.55117767183021","83.8290840415486","4.50063371356147","17","6.43773103055847"
"CPS2-ASU-T102-ExpBlock2-332.168","10102","ExpBlock2","1.59738970066676","38.7211367673179","2.65853658536585","7","5.03764188960564","62.7873563218391","3.07746478873239","8","5.54726850143746"
"CPS2-ASU-T102-ExpBlock2-411.0479","10102","ExpBlock2","1.35622074053057","54.8117154811715","3.54054054054054","12","4.80790484316502","71.1129296235679","4.19806763285024","13","5.07263455261023"
"CPS2-ASU-T102-ExpBlock2-72.222","10102","ExpBlock2","2.49680805788055","52.3863636363636","2.91772151898734","13","5.61159078316075","68.8548864758144","3.3941605839416","14","5.814392108147"
"CPS2-ASU-T102-Warmup-284.0201","10102","Warmup","3.08696268974323","61.0294117647059","3.07407407407407","10","5.96777078078551","79.4840294840295","3.96932515337424","11","6.02773272333672"
"CPS2-ASU-T102-Warmup-366.5469","10102","Warmup","36.3001844233225","86.9079255901204","4.6232848232848","48","8.16438175293827","94.1247002398081","7.40791476407917","49","7.56379673978617"
"CPS2-ASU-T102-Warmup-511.384","10102","Warmup","24.1282451411548","96.519285042333","6.3284502698535","30","7.68160271384559","98.7553548685886","10.5432632880099","31","7.17432364118837"
"CPS2-ASU-T102-Warmup-6.9431","10102","Warmup","19.5431976166832","78.8908246225319","3.49453376205788","23","7.87166600507422","90.8346389403219","5.21250510829586","24","7.48330768712788"
"CPS2-ASU-T102-Warmup-781.7263","10102","Warmup","3.30543339480777","31.244635193133","2.49315068493151","9","5.59667998182913","53.1587057010786","2.82786885245902","10","6.05708300411947"
"CPS2-ASU-T103-ExpBlock1-13.0482","10103","ExpBlock1","4.02610299333239","81.1134601832276","3.82392026578073","12","6.267653345268","90.625","5.69433198380567","13","6.00923762995665"
"CPS2-ASU-T103-ExpBlock2-562.8805","10103","ExpBlock2","0.292240034047383","40.7766990291262","2.47058823529412","4","3.48979441014581","43.6440677966102","2.60759493670886","5","4.30604135506678"
"CPS2-ASU-T103-ExpBlock2-67.1433","10103","ExpBlock2","0.533408994183572","44.1489361702128","2.51515151515152","5","4.14209144521495","61.3707165109034","2.87591240875912","6","4.84661563925822"
"CPS2-ASU-T103-Warmup-133.859","10103","Warmup","3.43311107958576","61.9834710743802","4.01069518716578","13","5.80328626540664","76.247207743857","5.38947368421053","14","5.73280295215613"
"CPS2-ASU-T103-Warmup-290.3937","10103","Warmup","0.530571712299617","49.1978609625668","2.48648648648649","5","4.25889101380337","60.625","2.81159420289855","6","4.85473145250853"
"CPS2-ASU-T104-ExpBlock1-15.2511","10104","ExpBlock1","3.67428003972195","61.8532818532819","3.51315789473684","11","5.99509166597492","77.2759103641457","4.50408163265307","12","6.01740189082019"
