ParticipantBlock,pid,Analyze,GROUPID_block,GROUPID,schoolID,teamID,School,Team,Block,TeamBlock,Role,FullPath_gaze,FullPath_fixations,FullPath_partners-M,FullPath_partners-C,FullPath_PP-C,FullPath_PP-M,FullPath_225ms-time-series-RAW,225ms-time-series-RAW,FullPath_225ms-time-series-FIXATIONS,225ms-time-series-FIXATIONS
CPS2-CU-T45-PA-Transfer,CPS2-CU-T45-PA,yes,2045Transfer,2045,20,45,CU,T45,Transfer,T45Transfer,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T45-PA-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T45-PA-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-Transfer-CPS2-CU-T45-PA-225ms-RAW.csv,2045-Transfer-CPS2-CU-T45-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-Transfer-CPS2-CU-T45-PA-225ms-FIXATIONS.csv,2045-Transfer-CPS2-CU-T45-PA-225ms-FIXATIONS.csv
CPS2-CU-T35-PB-Warmup,CPS2-CU-T35-PB,yes,2035Warmup,2035,20,35,CU,T35,Warmup,T35Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T35-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T35-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T35-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T35-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T35-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T35-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2035-Warmup-CPS2-CU-T35-PB-225ms-RAW.csv,2035-Warmup-CPS2-CU-T35-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2035-Warmup-CPS2-CU-T35-PB-225ms-FIXATIONS.csv,2035-Warmup-CPS2-CU-T35-PB-225ms-FIXATIONS.csv
CPS2-ASU-T75-PC-ExpBlock1,CPS2-ASU-T75-PC,yes,1075ExpBlock1,1075,10,75,ASU,T75,ExpBlock1,T75ExpBlock1,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T75-PC-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T75-PC-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1075-ExpBlock1-CPS2-ASU-T75-PC-225ms-RAW.csv,1075-ExpBlock1-CPS2-ASU-T75-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1075-ExpBlock1-CPS2-ASU-T75-PC-225ms-FIXATIONS.csv,1075-ExpBlock1-CPS2-ASU-T75-PC-225ms-FIXATIONS.csv
CPS2-ASU-T93-PC-ExpBlock2,CPS2-ASU-T93-PC,yes,1093ExpBlock2,1093,10,93,ASU,T93,ExpBlock2,T93ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T93-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T93-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T93-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T93-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T93-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T93-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1093-ExpBlock2-CPS2-ASU-T93-PC-225ms-RAW.csv,1093-ExpBlock2-CPS2-ASU-T93-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1093-ExpBlock2-CPS2-ASU-T93-PC-225ms-FIXATIONS.csv,1093-ExpBlock2-CPS2-ASU-T93-PC-225ms-FIXATIONS.csv
CPS2-CU-T32-PA-Transfer,CPS2-CU-T32-PA,yes,2032Transfer,2032,20,32,CU,T32,Transfer,T32Transfer,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T32-PA-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T32-PA-Transfer-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2032-Transfer-CPS2-CU-T32-PA-225ms-RAW.csv,2032-Transfer-CPS2-CU-T32-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2032-Transfer-CPS2-CU-T32-PA-225ms-FIXATIONS.csv,2032-Transfer-CPS2-CU-T32-PA-225ms-FIXATIONS.csv
CPS2-CU-T60-PD-Warmup,CPS2-CU-T60-PD,yes,2060Warmup,2060,20,60,CU,T60,Warmup,T60Warmup,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T60-PD-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T60-PD-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T60-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T60-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T60-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T60-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2060-Warmup-CPS2-CU-T60-PD-225ms-RAW.csv,2060-Warmup-CPS2-CU-T60-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2060-Warmup-CPS2-CU-T60-PD-225ms-FIXATIONS.csv,2060-Warmup-CPS2-CU-T60-PD-225ms-FIXATIONS.csv
CPS2-ASU-T70-PC-Transfer,CPS2-ASU-T70-PC,yes,1070Transfer,1070,10,70,ASU,T70,Transfer,T70Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T70-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T70-PC-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T70-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T70-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1070-Transfer-CPS2-ASU-T70-PC-225ms-RAW.csv,1070-Transfer-CPS2-ASU-T70-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1070-Transfer-CPS2-ASU-T70-PC-225ms-FIXATIONS.csv,1070-Transfer-CPS2-ASU-T70-PC-225ms-FIXATIONS.csv
CPS2-CU-T70-PB-ExpBlock2,CPS2-CU-T70-PB,yes,2070ExpBlock2,2070,20,70,CU,T70,ExpBlock2,T70ExpBlock2,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T70-PB-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T70-PB-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2070-ExpBlock2-CPS2-CU-T70-PB-225ms-RAW.csv,2070-ExpBlock2-CPS2-CU-T70-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2070-ExpBlock2-CPS2-CU-T70-PB-225ms-FIXATIONS.csv,2070-ExpBlock2-CPS2-CU-T70-PB-225ms-FIXATIONS.csv
CPS2-CU-T54-PB-ExpBlock1,CPS2-CU-T54-PB,yes,2054ExpBlock1,2054,20,54,CU,T54,ExpBlock1,T54ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T54-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T54-PB-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T54-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T54-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T54-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T54-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2054-ExpBlock1-CPS2-CU-T54-PB-225ms-RAW.csv,2054-ExpBlock1-CPS2-CU-T54-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2054-ExpBlock1-CPS2-CU-T54-PB-225ms-FIXATIONS.csv,2054-ExpBlock1-CPS2-CU-T54-PB-225ms-FIXATIONS.csv
CPS2-ASU-T78-PA-Warmup,CPS2-ASU-T78-PA,yes,1078Warmup,1078,10,78,ASU,T78,Warmup,T78Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T78-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T78-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T78-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T78-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T78-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T78-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1078-Warmup-CPS2-ASU-T78-PA-225ms-RAW.csv,1078-Warmup-CPS2-ASU-T78-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1078-Warmup-CPS2-ASU-T78-PA-225ms-FIXATIONS.csv,1078-Warmup-CPS2-ASU-T78-PA-225ms-FIXATIONS.csv
CPS2-ASU-T51-PC-ExpBlock2,CPS2-ASU-T51-PC,yes,1051ExpBlock2,1051,10,51,ASU,T51,ExpBlock2,T51ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T51-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T51-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T51-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T51-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T51-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T51-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1051-ExpBlock2-CPS2-ASU-T51-PC-225ms-RAW.csv,1051-ExpBlock2-CPS2-ASU-T51-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1051-ExpBlock2-CPS2-ASU-T51-PC-225ms-FIXATIONS.csv,1051-ExpBlock2-CPS2-ASU-T51-PC-225ms-FIXATIONS.csv
CPS2-ASU-T95-PD-ExpBlock2,CPS2-ASU-T95-PD,yes,1095ExpBlock2,1095,10,95,ASU,T95,ExpBlock2,T95ExpBlock2,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T95-PD-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T95-PD-ExpBlock2-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1095-ExpBlock2-CPS2-ASU-T95-PD-225ms-RAW.csv,1095-ExpBlock2-CPS2-ASU-T95-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1095-ExpBlock2-CPS2-ASU-T95-PD-225ms-FIXATIONS.csv,1095-ExpBlock2-CPS2-ASU-T95-PD-225ms-FIXATIONS.csv
CPS2-ASU-T75-PB-Transfer,CPS2-ASU-T75-PB,yes,1075Transfer,1075,10,75,ASU,T75,Transfer,T75Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T75-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T75-PB-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T75-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1075-Transfer-CPS2-ASU-T75-PB-225ms-RAW.csv,1075-Transfer-CPS2-ASU-T75-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1075-Transfer-CPS2-ASU-T75-PB-225ms-FIXATIONS.csv,1075-Transfer-CPS2-ASU-T75-PB-225ms-FIXATIONS.csv
CPS2-ASU-T104-PC-ExpBlock2,CPS2-ASU-T104-PC,yes,10104ExpBlock2,10104,10,104,ASU,T104,ExpBlock2,T104ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T104-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T104-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10104-ExpBlock2-CPS2-ASU-T104-PC-225ms-RAW.csv,10104-ExpBlock2-CPS2-ASU-T104-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10104-ExpBlock2-CPS2-ASU-T104-PC-225ms-FIXATIONS.csv,10104-ExpBlock2-CPS2-ASU-T104-PC-225ms-FIXATIONS.csv
CPS2-ASU-T33-PC-ExpBlock1,CPS2-ASU-T33-PC,yes,1033ExpBlock1,1033,10,33,ASU,T33,ExpBlock1,T33ExpBlock1,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T33-PC-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T33-PC-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1033-ExpBlock1-CPS2-ASU-T33-PC-225ms-RAW.csv,1033-ExpBlock1-CPS2-ASU-T33-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1033-ExpBlock1-CPS2-ASU-T33-PC-225ms-FIXATIONS.csv,1033-ExpBlock1-CPS2-ASU-T33-PC-225ms-FIXATIONS.csv
CPS2-CU-T18-PB-Warmup,CPS2-CU-T18-PB,yes,2018Warmup,2018,20,18,CU,T18,Warmup,T18Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T18-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T18-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2018-Warmup-CPS2-CU-T18-PB-225ms-RAW.csv,2018-Warmup-CPS2-CU-T18-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2018-Warmup-CPS2-CU-T18-PB-225ms-FIXATIONS.csv,2018-Warmup-CPS2-CU-T18-PB-225ms-FIXATIONS.csv
CPS2-ASU-T59-PB-ExpBlock1,CPS2-ASU-T59-PB,yes,1059ExpBlock1,1059,10,59,ASU,T59,ExpBlock1,T59ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T59-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T59-PB-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-ExpBlock1-CPS2-ASU-T59-PB-225ms-RAW.csv,1059-ExpBlock1-CPS2-ASU-T59-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-ExpBlock1-CPS2-ASU-T59-PB-225ms-FIXATIONS.csv,1059-ExpBlock1-CPS2-ASU-T59-PB-225ms-FIXATIONS.csv
CPS2-ASU-T39-PB-Transfer,CPS2-ASU-T39-PB,yes,1039Transfer,1039,10,39,ASU,T39,Transfer,T39Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T39-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T39-PB-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T39-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T39-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1039-Transfer-CPS2-ASU-T39-PB-225ms-RAW.csv,1039-Transfer-CPS2-ASU-T39-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1039-Transfer-CPS2-ASU-T39-PB-225ms-FIXATIONS.csv,1039-Transfer-CPS2-ASU-T39-PB-225ms-FIXATIONS.csv
CPS2-ASU-T76-PC-Warmup,CPS2-ASU-T76-PC,yes,1076Warmup,1076,10,76,ASU,T76,Warmup,T76Warmup,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T76-PC-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T76-PC-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1076-Warmup-CPS2-ASU-T76-PC-225ms-RAW.csv,1076-Warmup-CPS2-ASU-T76-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1076-Warmup-CPS2-ASU-T76-PC-225ms-FIXATIONS.csv,1076-Warmup-CPS2-ASU-T76-PC-225ms-FIXATIONS.csv
